# Virtual Drums debug log (per finger per frame)
# measured_fps=15.13
# smoothing_frames=2  velocity_delta_frames=1
# STRIKE_SPEED_THRESHOLD(px/s)=130.0  DECEL_SPEED_THRESHOLD(px/s)=60.0
# CONTACT_BAND_PX=25.0  arm_clearance_px=13.9
# strike_axis=y  approach_sign=1
# contact_zeros: right_thumb=391.0, right_index=407.0, right_middle=411.0, right_ring=412.0, right_pinky=409.0, left_thumb=414.0, left_index=407.0, left_middle=404.0, left_ring=414.0, left_pinky=418.0
# events: warmup/vel_warmup/dt_zero/approach/medium/FIRE/impact_noarm/impact_noreach/slow_stop
ts_ms,finger,hand,raw_y,smoothed_y,velocity_pxps,depth,armed,was_fast,deepest_y,contact_zero_y,arm_line_y,event,fired,strike_speed
17125,left_index,Left,406.00,406.00,0.00,406.00,0,0,,407.00,393.07,slow_stop,0,
17125,left_middle,Left,405.00,403.50,-7.94,403.50,0,0,,404.00,390.07,slow_stop,0,
17125,left_ring,Left,416.00,414.50,0.00,414.50,0,0,,414.00,400.07,slow_stop,0,
17125,left_pinky,Left,419.00,417.50,0.00,417.50,0,0,,418.00,404.07,slow_stop,0,
17187,right_thumb,Right,402.00,398.50,56.45,398.50,0,0,,391.00,377.07,slow_stop,0,
17187,right_index,Right,408.00,406.00,56.45,406.00,0,0,,407.00,393.07,slow_stop,0,
17187,right_middle,Right,409.00,408.50,0.00,408.50,0,0,,411.00,397.07,slow_stop,0,
17187,right_ring,Right,418.00,416.00,32.26,416.00,0,0,,412.00,398.07,slow_stop,0,
17187,right_pinky,Right,411.00,410.00,48.39,410.00,0,0,,409.00,395.07,slow_stop,0,
17187,left_thumb,Left,420.00,422.00,40.32,422.00,0,0,,414.00,400.07,slow_stop,0,
17187,left_index,Left,408.00,407.00,16.13,407.00,0,0,,407.00,393.07,slow_stop,0,
17187,left_middle,Left,409.00,407.00,56.45,407.00,0,0,,404.00,390.07,slow_stop,0,
17187,left_ring,Left,417.00,416.50,32.26,416.50,0,0,,414.00,400.07,slow_stop,0,
17187,left_pinky,Left,417.00,418.00,8.06,418.00,0,0,,418.00,404.07,slow_stop,0,
17250,right_thumb,Right,392.00,397.00,-23.81,397.00,0,0,,391.00,377.07,slow_stop,0,
17250,right_index,Right,408.00,408.00,31.75,408.00,0,0,,407.00,393.07,slow_stop,0,
17250,right_middle,Right,412.00,410.50,31.75,410.50,0,0,,411.00,397.07,slow_stop,0,
17250,right_ring,Right,416.00,417.00,15.87,417.00,0,0,,412.00,398.07,slow_stop,0,
17250,right_pinky,Right,411.00,411.00,15.87,411.00,0,0,,409.00,395.07,slow_stop,0,
17250,left_thumb,Left,420.00,420.00,-31.75,420.00,0,0,,414.00,400.07,slow_stop,0,
17250,left_index,Left,412.00,410.00,47.62,410.00,0,0,,407.00,393.07,slow_stop,0,
17250,left_middle,Left,404.00,406.50,-7.94,406.50,0,0,,404.00,390.07,slow_stop,0,
17250,left_ring,Left,414.00,415.50,-15.87,415.50,0,0,,414.00,400.07,slow_stop,0,
17250,left_pinky,Left,418.00,417.50,-7.94,417.50,0,0,,418.00,404.07,slow_stop,0,
17312,right_thumb,Right,394.00,393.00,-64.52,393.00,0,0,,391.00,377.07,slow_stop,0,
17312,right_index,Right,408.00,408.00,0.00,408.00,0,0,,407.00,393.07,slow_stop,0,
17312,right_middle,Right,410.00,411.00,8.06,411.00,0,0,,411.00,397.07,slow_stop,0,
17312,right_ring,Right,417.00,416.50,-8.06,416.50,0,0,,412.00,398.07,slow_stop,0,
17312,right_pinky,Right,411.00,411.00,0.00,411.00,0,0,,409.00,395.07,slow_stop,0,
17312,left_thumb,Left,416.00,418.00,-32.26,418.00,0,0,,414.00,400.07,slow_stop,0,
17312,left_index,Left,408.00,410.00,0.00,410.00,0,0,,407.00,393.07,slow_stop,0,
17312,left_middle,Left,403.00,403.50,-48.39,403.50,0,0,,404.00,390.07,slow_stop,0,
17312,left_ring,Left,416.00,415.00,-8.06,415.00,0,0,,414.00,400.07,slow_stop,0,
17312,left_pinky,Left,418.00,418.00,8.06,418.00,0,0,,418.00,404.07,slow_stop,0,
17390,right_thumb,Right,394.00,394.00,12.82,394.00,0,0,,391.00,377.07,slow_stop,0,
17390,right_index,Right,404.00,406.00,-25.64,406.00,0,0,,407.00,393.07,slow_stop,0,
17390,right_middle,Right,412.00,411.00,0.00,411.00,0,0,,411.00,397.07,slow_stop,0,
17390,right_ring,Right,418.00,417.50,12.82,417.50,0,0,,412.00,398.07,slow_stop,0,
17390,right_pinky,Right,410.00,410.50,-6.41,410.50,0,0,,409.00,395.07,slow_stop,0,
17390,left_thumb,Left,417.00,416.50,-19.23,416.50,0,0,,414.00,400.07,slow_stop,0,
17390,left_index,Left,404.00,406.00,-51.28,406.00,0,0,,407.00,393.07,slow_stop,0,
17390,left_middle,Left,406.00,404.50,12.82,404.50,0,0,,404.00,390.07,slow_stop,0,
17390,left_ring,Left,414.00,415.00,0.00,415.00,0,0,,414.00,400.07,slow_stop,0,
17390,left_pinky,Left,416.00,417.00,-12.82,417.00,0,0,,418.00,404.07,slow_stop,0,
17452,right_thumb,Right,396.00,395.00,16.13,395.00,0,0,,391.00,377.07,slow_stop,0,
17452,right_index,Right,407.00,405.50,-8.06,405.50,0,0,,407.00,393.07,slow_stop,0,
17452,right_middle,Right,409.00,410.50,-8.06,410.50,0,0,,411.00,397.07,slow_stop,0,
17452,right_ring,Right,416.00,417.00,-8.06,417.00,0,0,,412.00,398.07,slow_stop,0,
17452,right_pinky,Right,411.00,410.50,0.00,410.50,0,0,,409.00,395.07,slow_stop,0,
17452,left_thumb,Left,417.00,417.00,8.06,417.00,0,0,,414.00,400.07,slow_stop,0,
17452,left_index,Left,409.00,406.50,8.06,406.50,0,0,,407.00,393.07,slow_stop,0,
17452,left_middle,Left,406.00,406.00,24.19,406.00,0,0,,404.00,390.07,slow_stop,0,
17452,left_ring,Left,414.00,414.00,-16.13,414.00,0,0,,414.00,400.07,slow_stop,0,
17452,left_pinky,Left,416.00,416.00,-16.13,416.00,0,0,,418.00,404.07,slow_stop,0,
17515,right_thumb,Right,392.00,394.00,-15.87,394.00,0,0,,391.00,377.07,slow_stop,0,
17515,right_index,Right,406.00,406.50,15.87,406.50,0,0,,407.00,393.07,slow_stop,0,
17515,right_middle,Right,410.00,409.50,-15.87,409.50,0,0,,411.00,397.07,slow_stop,0,
17515,right_ring,Right,416.00,416.00,-15.87,416.00,0,0,,412.00,398.07,slow_stop,0,
17515,right_pinky,Right,409.00,410.00,-7.94,410.00,0,0,,409.00,395.07,slow_stop,0,
17515,left_thumb,Left,417.00,417.00,0.00,417.00,0,0,,414.00,400.07,slow_stop,0,
17515,left_index,Left,407.00,408.00,23.81,408.00,0,0,,407.00,393.07,slow_stop,0,
17515,left_middle,Left,402.00,404.00,-31.75,404.00,0,0,,404.00,390.07,slow_stop,0,
17515,left_ring,Left,411.00,412.50,-23.81,412.50,0,0,,414.00,400.07,slow_stop,0,
17515,left_pinky,Left,413.00,414.50,-23.81,414.50,0,0,,418.00,404.07,slow_stop,0,
17577,right_thumb,Right,394.00,393.00,-16.13,393.00,0,0,,391.00,377.07,slow_stop,0,
17577,right_index,Right,407.00,406.50,0.00,406.50,0,0,,407.00,393.07,slow_stop,0,
17577,right_middle,Right,411.00,410.50,16.13,410.50,0,0,,411.00,397.07,slow_stop,0,
17577,right_ring,Right,417.00,416.50,8.06,416.50,0,0,,412.00,398.07,slow_stop,0,
17577,right_pinky,Right,409.00,409.00,-16.13,409.00,0,0,,409.00,395.07,slow_stop,0,
17577,left_thumb,Left,419.00,418.00,16.13,418.00,0,0,,414.00,400.07,slow_stop,0,
17577,left_index,Left,406.00,406.50,-24.19,406.50,0,0,,407.00,393.07,slow_stop,0,
17577,left_middle,Left,407.00,404.50,8.06,404.50,0,0,,404.00,390.07,slow_stop,0,
17577,left_ring,Left,414.00,412.50,0.00,412.50,0,0,,414.00,400.07,slow_stop,0,
17577,left_pinky,Left,417.00,415.00,8.06,415.00,0,0,,418.00,404.07,slow_stop,0,
17640,right_thumb,Right,389.00,391.50,-23.81,391.50,0,0,,391.00,377.07,slow_stop,0,
17640,right_index,Right,405.00,406.00,-7.94,406.00,0,0,,407.00,393.07,slow_stop,0,
17640,right_middle,Right,409.00,410.00,-7.94,410.00,0,0,,411.00,397.07,slow_stop,0,
17640,right_ring,Right,411.00,414.00,-39.68,414.00,0,0,,412.00,398.07,slow_stop,0,
17640,right_pinky,Right,411.00,410.00,15.87,410.00,0,0,,409.00,395.07,slow_stop,0,
17640,left_thumb,Left,418.00,418.50,7.94,418.50,0,0,,414.00,400.07,slow_stop,0,
17640,left_index,Left,408.00,407.00,7.94,407.00,0,0,,407.00,393.07,slow_stop,0,
17640,left_middle,Left,409.00,408.00,55.56,408.00,0,0,,404.00,390.07,slow_stop,0,
17640,left_ring,Left,414.00,414.00,23.81,414.00,0,0,,414.00,400.07,slow_stop,0,
17640,left_pinky,Left,418.00,417.50,39.68,417.50,0,0,,418.00,404.07,slow_stop,0,
17718,right_thumb,Right,393.00,391.00,-6.41,391.00,0,0,,391.00,377.07,slow_stop,0,
17718,right_index,Right,408.00,406.50,6.41,406.50,0,0,,407.00,393.07,slow_stop,0,
17718,right_middle,Right,405.00,407.00,-38.46,407.00,0,0,,411.00,397.07,slow_stop,0,
17718,right_ring,Right,390.00,400.50,-173.08,400.50,1,0,,412.00,398.07,slow_stop,0,
17718,right_pinky,Right,406.00,408.50,-19.23,408.50,0,0,,409.00,395.07,slow_stop,0,
17718,left_thumb,Left,416.00,417.00,-19.23,417.00,0,0,,414.00,400.07,slow_stop,0,
17718,left_index,Left,407.00,407.50,6.41,407.50,0,0,,407.00,393.07,slow_stop,0,
17718,left_middle,Left,407.00,408.00,0.00,408.00,0,0,,404.00,390.07,slow_stop,0,
17718,left_ring,Left,416.00,415.00,12.82,415.00,0,0,,414.00,400.07,slow_stop,0,
17718,left_pinky,Left,420.00,419.00,19.23,419.00,0,0,,418.00,404.07,slow_stop,0,
17780,right_thumb,Right,398.00,395.50,72.58,395.50,0,0,395.50,391.00,377.07,medium,0,0.00
17780,right_index,Right,410.00,409.00,40.32,409.00,0,0,,407.00,393.07,slow_stop,0,
17780,right_middle,Right,408.00,406.50,-8.06,406.50,0,0,,411.00,397.07,slow_stop,0,
17780,right_ring,Right,396.00,393.00,-120.97,393.00,1,0,,412.00,398.07,slow_stop,0,
17780,right_pinky,Right,406.00,406.00,-40.32,406.00,0,0,,409.00,395.07,slow_stop,0,
17780,left_thumb,Left,417.00,416.50,-8.06,416.50,0,0,,414.00,400.07,slow_stop,0,
17780,left_index,Left,405.00,406.00,-24.19,406.00,0,0,,407.00,393.07,slow_stop,0,
17780,left_middle,Left,406.00,406.50,-24.19,406.50,0,0,,404.00,390.07,slow_stop,0,
17780,left_ring,Left,413.00,414.50,-8.06,414.50,0,0,,414.00,400.07,slow_stop,0,
17780,left_pinky,Left,418.00,419.00,0.00,419.00,0,0,,418.00,404.07,slow_stop,0,
17858,right_thumb,Right,393.00,395.50,0.00,395.50,0,0,,391.00,377.07,slow_stop,0,
17858,right_index,Right,408.00,409.00,0.00,409.00,0,0,,407.00,393.07,slow_stop,0,
17858,right_middle,Right,410.00,409.00,32.05,409.00,0,0,,411.00,397.07,slow_stop,0,
17858,right_ring,Right,414.00,405.00,153.85,405.00,1,1,405.00,412.00,398.07,approach,0,153.85
17858,right_pinky,Right,412.00,409.00,38.46,409.00,0,0,,409.00,395.07,slow_stop,0,
17858,left_thumb,Left,417.00,417.00,6.41,417.00,0,0,,414.00,400.07,slow_stop,0,
17858,left_index,Left,406.00,405.50,-6.41,405.50,0,0,,407.00,393.07,slow_stop,0,
17858,left_middle,Left,405.00,405.50,-12.82,405.50,0,0,,404.00,390.07,slow_stop,0,
17858,left_ring,Left,414.00,413.50,-12.82,413.50,0,0,,414.00,400.07,slow_stop,0,
17858,left_pinky,Left,417.00,417.50,-19.23,417.50,0,0,,418.00,404.07,slow_stop,0,
17922,right_thumb,Right,396.00,394.50,-15.62,394.50,0,0,,391.00,377.07,slow_stop,0,
17922,right_index,Right,405.00,406.50,-39.06,406.50,0,0,,407.00,393.07,slow_stop,0,
17922,right_middle,Right,410.00,410.00,15.62,410.00,0,0,,411.00,397.07,slow_stop,0,
17922,right_ring,Right,413.00,413.50,132.81,413.50,1,1,413.50,412.00,398.07,approach,0,153.85
17922,right_pinky,Right,408.00,410.00,15.62,410.00,0,0,,409.00,395.07,slow_stop,0,
17922,left_thumb,Left,414.00,415.50,-23.44,415.50,0,0,,414.00,400.07,slow_stop,0,
17922,left_index,Left,408.00,407.00,23.44,407.00,0,0,,407.00,393.07,slow_stop,0,
17922,left_middle,Left,407.00,406.00,7.81,406.00,0,0,,404.00,390.07,slow_stop,0,
17922,left_ring,Left,412.00,413.00,-7.81,413.00,0,0,,414.00,400.07,slow_stop,0,
17922,left_pinky,Left,419.00,418.00,7.81,418.00,0,0,,418.00,404.07,slow_stop,0,
17983,right_thumb,Right,393.00,394.50,0.00,394.50,0,0,,391.00,377.07,slow_stop,0,
17983,right_index,Right,404.00,404.50,-32.79,404.50,0,0,,407.00,393.07,slow_stop,0,
17983,right_middle,Right,411.00,410.50,8.20,410.50,0,0,,411.00,397.07,slow_stop,0,
17983,right_ring,Right,418.00,415.50,32.79,415.50,1,0,415.50,412.00,398.07,FIRE,1,153.85
17983,right_pinky,Right,410.00,409.00,-16.39,409.00,0,0,,409.00,395.07,slow_stop,0,
17983,left_thumb,Left,416.00,415.00,-8.20,415.00,0,0,,414.00,400.07,slow_stop,0,
17983,left_index,Left,408.00,408.00,16.39,408.00,0,0,,407.00,393.07,slow_stop,0,
17983,left_middle,Left,409.00,408.00,32.79,408.00,0,0,,404.00,390.07,slow_stop,0,
17983,left_ring,Left,415.00,413.50,8.20,413.50,0,0,,414.00,400.07,slow_stop,0,
17983,left_pinky,Left,421.00,420.00,32.79,420.00,0,0,,418.00,404.07,slow_stop,0,
18047,right_thumb,Right,394.00,393.50,-15.62,393.50,0,0,,391.00,377.07,slow_stop,0,
18047,right_index,Right,407.00,405.50,15.62,405.50,0,0,,407.00,393.07,slow_stop,0,
18047,right_middle,Right,410.00,410.50,0.00,410.50,0,0,,411.00,397.07,slow_stop,0,
18047,right_ring,Right,414.00,416.00,7.81,416.00,0,0,,412.00,398.07,slow_stop,0,
18047,right_pinky,Right,409.00,409.50,7.81,409.50,0,0,,409.00,395.07,slow_stop,0,
18047,left_thumb,Left,419.00,417.50,39.06,417.50,0,0,,414.00,400.07,slow_stop,0,
18047,left_index,Left,408.00,408.00,0.00,408.00,0,0,,407.00,393.07,slow_stop,0,
18047,left_middle,Left,410.00,409.50,23.44,409.50,0,0,,404.00,390.07,slow_stop,0,
18047,left_ring,Left,417.00,416.00,39.06,416.00,0,0,,414.00,400.07,slow_stop,0,
18047,left_pinky,Left,422.00,421.50,23.44,421.50,0,0,,418.00,404.07,slow_stop,0,
18108,right_thumb,Right,399.00,396.50,49.18,396.50,0,0,,391.00,377.07,slow_stop,0,
18108,right_index,Right,409.00,408.00,40.98,408.00,0,0,,407.00,393.07,slow_stop,0,
18108,right_middle,Right,413.00,411.50,16.39,411.50,0,0,,411.00,397.07,slow_stop,0,
18108,right_ring,Right,418.00,416.00,0.00,416.00,0,0,,412.00,398.07,slow_stop,0,
18108,right_pinky,Right,410.00,409.50,0.00,409.50,0,0,,409.00,395.07,slow_stop,0,
18108,left_thumb,Left,416.00,417.50,0.00,417.50,0,0,,414.00,400.07,slow_stop,0,
18108,left_index,Left,409.00,408.50,8.20,408.50,0,0,,407.00,393.07,slow_stop,0,
18108,left_middle,Left,409.00,409.50,0.00,409.50,0,0,,404.00,390.07,slow_stop,0,
18108,left_ring,Left,415.00,416.00,0.00,416.00,0,0,,414.00,400.07,slow_stop,0,
18108,left_pinky,Left,421.00,421.50,0.00,421.50,0,0,,418.00,404.07,slow_stop,0,
18172,right_thumb,Right,392.00,395.50,-15.62,395.50,0,0,,391.00,377.07,slow_stop,0,
18172,right_index,Right,403.00,406.00,-31.25,406.00,0,0,,407.00,393.07,slow_stop,0,
18172,right_middle,Right,409.00,411.00,-7.81,411.00,0,0,,411.00,397.07,slow_stop,0,
18172,right_ring,Right,415.00,416.50,7.81,416.50,0,0,,412.00,398.07,slow_stop,0,
18172,right_pinky,Right,409.00,409.50,0.00,409.50,0,0,,409.00,395.07,slow_stop,0,
18172,left_thumb,Left,414.00,415.00,-39.06,415.00,0,0,,414.00,400.07,slow_stop,0,
18172,left_index,Left,406.00,407.50,-15.62,407.50,0,0,,407.00,393.07,slow_stop,0,
18172,left_middle,Left,406.00,407.50,-31.25,407.50,0,0,,404.00,390.07,slow_stop,0,
18172,left_ring,Left,415.00,415.00,-15.62,415.00,0,0,,414.00,400.07,slow_stop,0,
18172,left_pinky,Left,417.00,419.00,-39.06,419.00,0,0,,418.00,404.07,slow_stop,0,
18250,right_thumb,Right,398.00,395.00,-6.41,395.00,0,0,,391.00,377.07,slow_stop,0,
18250,right_index,Right,410.00,406.50,6.41,406.50,0,0,,407.00,393.07,slow_stop,0,
18250,right_middle,Right,412.00,410.50,-6.41,410.50,0,0,,411.00,397.07,slow_stop,0,
18250,right_ring,Right,417.00,416.00,-6.41,416.00,0,0,,412.00,398.07,slow_stop,0,
18250,right_pinky,Right,411.00,410.00,6.41,410.00,0,0,,409.00,395.07,slow_stop,0,
18250,left_thumb,Left,416.00,415.00,0.00,415.00,0,0,,414.00,400.07,slow_stop,0,
18250,left_index,Left,409.00,407.50,0.00,407.50,0,0,,407.00,393.07,slow_stop,0,
18250,left_middle,Left,409.00,407.50,0.00,407.50,0,0,,404.00,390.07,slow_stop,0,
18250,left_ring,Left,414.00,414.50,-6.41,414.50,0,0,,414.00,400.07,slow_stop,0,
18250,left_pinky,Left,418.00,417.50,-19.23,417.50,0,0,,418.00,404.07,slow_stop,0,
18312,right_thumb,Right,398.00,398.00,48.39,398.00,0,0,,391.00,377.07,slow_stop,0,
18312,right_index,Right,406.00,408.00,24.19,408.00,0,0,,407.00,393.07,slow_stop,0,
18312,right_middle,Right,415.00,413.50,48.39,413.50,0,0,,411.00,397.07,slow_stop,0,
18312,right_ring,Right,416.00,416.50,8.06,416.50,0,0,,412.00,398.07,slow_stop,0,
18312,right_pinky,Right,412.00,411.50,24.19,411.50,0,0,,409.00,395.07,slow_stop,0,
18312,left_thumb,Left,418.00,417.00,32.26,417.00,0,0,,414.00,400.07,slow_stop,0,
18312,left_index,Left,406.00,407.50,0.00,407.50,0,0,,407.00,393.07,slow_stop,0,
18312,left_middle,Left,405.00,407.00,-8.06,407.00,0,0,,404.00,390.07,slow_stop,0,
18312,left_ring,Left,416.00,415.00,8.06,415.00,0,0,,414.00,400.07,slow_stop,0,
18312,left_pinky,Left,417.00,417.50,0.00,417.50,0,0,,418.00,404.07,slow_stop,0,
18390,right_thumb,Right,397.00,397.50,-6.41,397.50,0,0,,391.00,377.07,slow_stop,0,
18390,right_index,Right,405.00,405.50,-32.05,405.50,0,0,,407.00,393.07,slow_stop,0,
18390,right_middle,Right,408.00,411.50,-25.64,411.50,0,0,,411.00,397.07,slow_stop,0,
18390,right_ring,Right,410.00,413.00,-44.87,413.00,0,0,,412.00,398.07,slow_stop,0,
18390,right_pinky,Right,409.00,410.50,-12.82,410.50,0,0,,409.00,395.07,slow_stop,0,
18390,left_thumb,Left,417.00,417.50,6.41,417.50,0,0,,414.00,400.07,slow_stop,0,
18390,left_index,Left,406.00,406.00,-19.23,406.00,0,0,,407.00,393.07,slow_stop,0,
18390,left_middle,Left,403.00,404.00,-38.46,404.00,0,0,,404.00,390.07,slow_stop,0,
18390,left_ring,Left,417.00,416.50,19.23,416.50,0,0,,414.00,400.07,slow_stop,0,
18390,left_pinky,Left,411.00,414.00,-44.87,414.00,0,0,,418.00,404.07,slow_stop,0,
18452,right_thumb,Right,393.00,395.00,-40.32,395.00,0,0,,391.00,377.07,slow_stop,0,
18452,right_index,Right,406.00,405.50,0.00,405.50,0,0,,407.00,393.07,slow_stop,0,
18452,right_middle,Right,405.00,406.50,-80.65,406.50,0,0,,411.00,397.07,slow_stop,0,
18452,right_ring,Right,395.00,402.50,-169.35,402.50,1,0,,412.00,398.07,slow_stop,0,
18452,right_pinky,Right,408.00,408.50,-32.26,408.50,0,0,,409.00,395.07,slow_stop,0,
18452,left_thumb,Left,417.00,417.00,-8.06,417.00,0,0,,414.00,400.07,slow_stop,0,
18452,left_index,Left,407.00,406.50,8.06,406.50,0,0,,407.00,393.07,slow_stop,0,
18452,left_middle,Left,403.00,403.00,-16.13,403.00,0,0,,404.00,390.07,slow_stop,0,
18452,left_ring,Left,413.00,415.00,-24.19,415.00,0,0,,414.00,400.07,slow_stop,0,
18452,left_pinky,Left,416.00,413.50,-8.06,413.50,0,0,,418.00,404.07,slow_stop,0,
18515,right_thumb,Right,395.00,394.00,-15.87,394.00,0,0,,391.00,377.07,slow_stop,0,
18515,right_index,Right,407.00,406.50,15.87,406.50,0,0,,407.00,393.07,slow_stop,0,
18515,right_middle,Right,405.00,405.00,-23.81,405.00,0,0,,411.00,397.07,slow_stop,0,
18515,right_ring,Right,394.00,394.50,-126.98,394.50,1,0,,412.00,398.07,slow_stop,0,
18515,right_pinky,Right,405.00,406.50,-31.75,406.50,0,0,,409.00,395.07,slow_stop,0,
18515,left_thumb,Left,412.00,414.50,-39.68,414.50,0,0,,414.00,400.07,slow_stop,0,
18515,left_index,Left,406.00,406.50,0.00,406.50,0,0,,407.00,393.07,slow_stop,0,
18515,left_middle,Left,405.00,404.00,15.87,404.00,0,0,,404.00,390.07,slow_stop,0,
18515,left_ring,Left,415.00,414.00,-15.87,414.00,0,0,,414.00,400.07,slow_stop,0,
18515,left_pinky,Left,415.00,415.50,31.75,415.50,0,0,,418.00,404.07,slow_stop,0,
18577,right_thumb,Right,397.00,396.00,32.26,396.00,0,0,,391.00,377.07,slow_stop,0,
18577,right_index,Right,406.00,406.50,0.00,406.50,0,0,,407.00,393.07,slow_stop,0,
18577,right_middle,Right,404.00,404.50,-8.06,404.50,0,0,,411.00,397.07,slow_stop,0,
18577,right_ring,Right,398.00,396.00,24.19,396.00,1,0,,412.00,398.07,slow_stop,0,
18577,right_pinky,Right,409.00,407.00,8.06,407.00,0,0,,409.00,395.07,slow_stop,0,
18577,left_thumb,Left,415.00,413.50,-16.13,413.50,0,0,,414.00,400.07,slow_stop,0,
18577,left_index,Left,407.00,406.50,0.00,406.50,0,0,,407.00,393.07,slow_stop,0,
18577,left_middle,Left,406.00,405.50,24.19,405.50,0,0,,404.00,390.07,slow_stop,0,
18577,left_ring,Left,414.00,414.50,8.06,414.50,0,0,,414.00,400.07,slow_stop,0,
18577,left_pinky,Left,414.00,414.50,-16.13,414.50,0,0,,418.00,404.07,slow_stop,0,
18640,right_thumb,Right,395.00,396.00,0.00,396.00,0,0,,391.00,377.07,slow_stop,0,
18640,right_index,Right,408.00,407.00,7.94,407.00,0,0,,407.00,393.07,slow_stop,0,
18640,right_middle,Right,410.00,407.00,39.68,407.00,0,0,,411.00,397.07,slow_stop,0,
18640,right_ring,Right,416.00,407.00,174.60,407.00,1,1,407.00,412.00,398.07,approach,0,174.60
18640,right_pinky,Right,410.00,409.50,39.68,409.50,0,0,,409.00,395.07,slow_stop,0,
18640,left_thumb,Left,419.00,417.00,55.56,417.00,0,0,,414.00,400.07,slow_stop,0,
18640,left_index,Left,409.00,408.00,23.81,408.00,0,0,,407.00,393.07,slow_stop,0,
18640,left_middle,Left,405.00,405.50,0.00,405.50,0,0,,404.00,390.07,slow_stop,0,
18640,left_ring,Left,410.00,412.00,-39.68,412.00,0,0,,414.00,400.07,slow_stop,0,
18640,left_pinky,Left,414.00,414.00,-7.94,414.00,0,0,,418.00,404.07,slow_stop,0,
18718,right_thumb,Right,394.00,394.50,-19.23,394.50,0,0,,391.00,377.07,slow_stop,0,
18718,right_index,Right,408.00,408.00,12.82,408.00,0,0,,407.00,393.07,slow_stop,0,
18718,right_middle,Right,410.00,410.00,38.46,410.00,0,0,,411.00,397.07,slow_stop,0,
18718,right_ring,Right,416.00,416.00,115.38,416.00,1,1,416.00,412.00,398.07,medium,0,174.60
18718,right_pinky,Right,411.00,410.50,12.82,410.50,0,0,,409.00,395.07,slow_stop,0,
18718,left_thumb,Left,417.00,418.00,12.82,418.00,0,0,,414.00,400.07,slow_stop,0,
18718,left_index,Left,407.00,408.00,0.00,408.00,0,0,,407.00,393.07,slow_stop,0,
18718,left_middle,Left,404.00,404.50,-12.82,404.50,0,0,,404.00,390.07,slow_stop,0,
18718,left_ring,Left,419.00,414.50,32.05,414.50,0,0,,414.00,400.07,slow_stop,0,
18718,left_pinky,Left,416.00,415.00,12.82,415.00,0,0,,418.00,404.07,slow_stop,0,
18780,right_thumb,Right,391.00,392.50,-32.26,392.50,0,0,,391.00,377.07,slow_stop,0,
18780,right_index,Right,408.00,408.00,0.00,408.00,0,0,,407.00,393.07,slow_stop,0,
18780,right_middle,Right,411.00,410.50,8.06,410.50,0,0,,411.00,397.07,slow_stop,0,
18780,right_ring,Right,418.00,417.00,16.13,417.00,1,0,417.00,412.00,398.07,FIRE,1,174.60
18780,right_pinky,Right,413.00,412.00,24.19,412.00,0,0,,409.00,395.07,slow_stop,0,
18780,left_thumb,Left,413.00,415.00,-48.39,415.00,0,0,,414.00,400.07,slow_stop,0,
18780,left_index,Left,406.00,406.50,-24.19,406.50,0,0,,407.00,393.07,slow_stop,0,
18780,left_middle,Left,403.00,403.50,-16.13,403.50,0,0,,404.00,390.07,slow_stop,0,
18780,left_ring,Left,415.00,417.00,40.32,417.00,0,0,,414.00,400.07,slow_stop,0,
18780,left_pinky,Left,417.00,416.50,24.19,416.50,0,0,,418.00,404.07,slow_stop,0,
18843,right_thumb,Right,393.00,392.00,-7.94,392.00,0,0,,391.00,377.07,slow_stop,0,
18843,right_index,Right,408.00,408.00,0.00,408.00,0,0,,407.00,393.07,slow_stop,0,
18843,right_middle,Right,414.00,412.50,31.75,412.50,0,0,,411.00,397.07,slow_stop,0,
18843,right_ring,Right,416.00,417.00,0.00,417.00,0,0,,412.00,398.07,slow_stop,0,
18843,right_pinky,Right,411.00,412.00,0.00,412.00,0,0,,409.00,395.07,slow_stop,0,
18843,left_thumb,Left,416.00,414.50,-7.94,414.50,0,0,,414.00,400.07,slow_stop,0,
18843,left_index,Left,406.00,406.00,-7.94,406.00,0,0,,407.00,393.07,slow_stop,0,
18843,left_middle,Left,407.00,405.00,23.81,405.00,0,0,,404.00,390.07,slow_stop,0,
18843,left_ring,Left,411.00,413.00,-63.49,413.00,0,0,,414.00,400.07,slow_stop,0,
18843,left_pinky,Left,419.00,418.00,23.81,418.00,0,0,,418.00,404.07,slow_stop,0,
18905,right_thumb,Right,392.00,392.50,8.06,392.50,0,0,,391.00,377.07,slow_stop,0,
18905,right_index,Right,409.00,408.50,8.06,408.50,0,0,,407.00,393.07,slow_stop,0,
18905,right_middle,Right,413.00,413.50,16.13,413.50,0,0,,411.00,397.07,slow_stop,0,
18905,right_ring,Right,415.00,415.50,-24.19,415.50,0,0,,412.00,398.07,slow_stop,0,
18905,right_pinky,Right,410.00,410.50,-24.19,410.50,0,0,,409.00,395.07,slow_stop,0,
18905,left_thumb,Left,416.00,416.00,24.19,416.00,0,0,,414.00,400.07,slow_stop,0,
18905,left_index,Left,411.00,408.50,40.32,408.50,0,0,,407.00,393.07,slow_stop,0,
18905,left_middle,Left,406.00,406.50,24.19,406.50,0,0,,404.00,390.07,slow_stop,0,
18905,left_ring,Left,412.00,411.50,-24.19,411.50,0,0,,414.00,400.07,slow_stop,0,
